,LEAID,County,State,State/County,School District,ALL_MTH00pctprof_1112,ALL_RLA00pctprof_1112,Ages 5 to 17 in Families in Poverty Percent
12990,4222800,Dauphin County,PA,Dauphin County PA,Steelton-Highspire SD,49.0,41.0,19.25
12991,4222830,Allegheny County,PA,Allegheny County PA,Sto-Rox SD,50.0,39.0,17.15
12992,4222860,Monroe County,PA,Monroe County PA,Stroudsburg Area SD,81.0,78.0,15.5
12993,4222920,Sullivan County,PA,Sullivan County PA,Sullivan County SD,70.0,75.0,19.4
12994,4222980,Susquehanna County,PA,Susquehanna County PA,Susquehanna Community SD,75.0,69.0,18.9
12995,4223010,Dauphin County,PA,Dauphin County PA,Susquehanna Township SD,68.0,67.0,19.25
12996,4223040,Perry County,PA,Perry County PA,Susquenita SD,68.0,65.0,14.6
12997,4223220,Schuylkill County,PA,Schuylkill County PA,Tamaqua Area SD,76.0,74.0,17.45
12998,4223250,Lackawanna County,PA,Lackawanna County PA,Riverside SD,70.0,67.0,18.35
12999,4223490,Crawford County,PA,Crawford County PA,Titusville Area SD,75.0,69.0,22.6
13000,4223550,Bradford County,PA,Bradford County PA,Towanda Area SD,71.0,70.0,18.65
13001,4223640,Chester County,PA,Chester County PA,Tredyffrin-Easttown SD,91.0,93.0,7.25
13002,4223700,Schuylkill County,PA,Schuylkill County PA,Tri-Valley SD,76.0,72.0,17.45
13003,4223760,Washington County,PA,Washington County PA,Trinity Area SD,79.0,78.0,12.75
13004,4223790,Bradford County,PA,Bradford County PA,Troy Area SD,77.0,70.0,18.65
13005,4223820,Berks County,PA,Berks County PA,Tulpehocken Area SD,82.0,74.0,19.0
13006,4223850,Wyoming County,PA,Wyoming County PA,Tunkhannock Area SD,76.0,72.0,17.2
13007,4223880,Somerset County,PA,Somerset County PA,Turkeyfoot Valley Area SD,76.0,68.0,18.200000000000003
13008,4223970,Bedford County,PA,Bedford County PA,Tussey Mountain SD,75.0,69.0,17.15
13009,4224000,Berks County,PA,Berks County PA,Twin Valley SD,82.0,80.0,19.0
13010,4224030,Blair County,PA,Blair County PA,Tyrone Area SD,78.0,80.0,19.35
13011,4224060,Lawrence County,PA,Lawrence County PA,Union Area SD,72.0,75.0,21.2
13012,4224090,Erie County,PA,Erie County PA,Union City Area SD,72.0,63.0,22.65
13013,4224120,Clarion County,PA,Clarion County PA,Union SD,78.0,71.0,16.65
13014,4224150,Fayette County,PA,Fayette County PA,Uniontown Area SD,69.0,65.0,26.7
13015,4224210,Chester County,PA,Chester County PA,Unionville-Chadds Ford SD,93.0,93.0,7.25
13016,4224240,Indiana County,PA,Indiana County PA,United SD,79.0,77.0,21.15
13017,4224300,Adams County,PA,Adams County PA,Upper Adams SD,78.0,71.0,12.7
13018,4224320,Delaware County,PA,Delaware County PA,Upper Darby SD,64.0,60.0,13.85
13019,4224360,Dauphin County,PA,Dauphin County PA,Upper Dauphin Area SD,75.0,75.0,19.25
13020,4224390,Montgomery County,PA,Montgomery County PA,Upper Dublin SD,90.0,89.0,6.95
13021,4224480,Montgomery County,PA,Montgomery County PA,Upper Merion Area SD,85.0,81.0,6.95
13022,4224510,Montgomery County,PA,Montgomery County PA,Upper Moreland Township SD,83.0,80.0,6.95
13023,4224540,Montgomery County,PA,Montgomery County PA,Upper Perkiomen SD,84.0,82.0,6.95
13024,4224570,Allegheny County,PA,Allegheny County PA,Upper Saint Clair SD,92.0,92.0,17.15
13025,4224630,Venango County,PA,Venango County PA,Valley Grove SD,74.0,66.0,23.5
13026,4224650,Lackawanna County,PA,Lackawanna County PA,Valley View SD,77.0,72.0,18.35
13027,4224750,Pike County,PA,Pike County PA,Wallenpaupack Area SD,82.0,79.0,13.0
13028,4224790,Delaware County,PA,Delaware County PA,Wallingford-Swarthmore SD,89.0,89.0,13.85
13029,4224820,Warren County,PA,Warren County PA,Warren County SD,78.0,71.0,20.5
13030,4224870,Northumberland County,PA,Northumberland County PA,Warrior Run SD,83.0,75.0,19.8
13031,4224960,Lancaster County,PA,Lancaster County PA,Warwick SD,81.0,80.0,15.149999999999999
13032,4224970,Wayne County,PA,Wayne County PA,Wayne Highlands SD,83.0,82.0,18.6
13033,4224990,Washington County,PA,Washington County PA,Washington SD,74.0,67.0,12.75
13034,4225080,Erie County,PA,Erie County PA,Wattsburg Area SD,69.0,70.0,22.65
13035,4225110,Franklin County,PA,Franklin County PA,Waynesboro Area SD,80.0,76.0,15.85
13036,4225140,Carbon County,PA,Carbon County PA,Weatherly Area SD,82.0,80.0,16.65
13037,4225170,Tioga County,PA,Tioga County PA,Wellsboro Area SD,75.0,74.0,19.05
13038,4225200,Allegheny County,PA,Allegheny County PA,West Allegheny SD,84.0,86.0,17.15
13039,4225230,Clearfield County,PA,Clearfield County PA,West Branch Area SD,67.0,64.0,19.950000000000003
13040,4225290,Chester County,PA,Chester County PA,West Chester Area SD,87.0,88.0,7.25
13041,4225440,Greene County,PA,Greene County PA,West Greene SD,63.0,58.0,20.049999999999997
13042,4225590,Allegheny County,PA,Allegheny County PA,West Jefferson Hills SD,86.0,88.0,17.15
13043,4225650,Mercer County,PA,Mercer County PA,West Middlesex Area SD,85.0,79.0,19.8
13044,4225680,Allegheny County,PA,Allegheny County PA,West Mifflin Area SD,69.0,66.0,17.15
13045,4225740,Perry County,PA,Perry County PA,West Perry SD,74.0,69.0,14.6
13046,4225830,York County,PA,York County PA,West Shore SD,73.0,73.0,13.65
13047,4225950,Luzerne County,PA,Luzerne County PA,Wyoming Valley West SD,64.0,62.0,23.55
13048,4225980,York County,PA,York County PA,West York Area SD,79.0,73.0,13.65
13049,4226010,Union County,PA,Union County PA,Mifflinburg Area SD,83.0,75.0,15.0
13050,4226040,Beaver County,PA,Beaver County PA,Western Beaver County SD,85.0,78.0,16.05
13051,4226070,Wayne County,PA,Wayne County PA,Western Wayne SD,75.0,73.0,18.6
13052,4226130,Cambria County,PA,Cambria County PA,Westmont Hilltop SD,86.0,83.0,18.950000000000003
13053,4226250,Lehigh County,PA,Lehigh County PA,Whitehall-Coplay SD,74.0,74.0,18.8
13054,4226300,Luzerne County,PA,Luzerne County PA,Wilkes-Barre Area SD,57.0,55.0,23.55
13055,4226370,Allegheny County,PA,Allegheny County PA,Wilkinsburg Borough SD,48.0,36.0,17.15
13056,4226390,Delaware County,PA,Delaware County PA,William Penn SD,49.0,47.0,13.85
13057,4226400,Schuylkill County,PA,Schuylkill County PA,Williams Valley SD,71.0,68.0,17.45
13058,4226430,Blair County,PA,Blair County PA,Williamsburg Community SD,74.0,70.0,19.35
13059,4226460,Lycoming County,PA,Lycoming County PA,Williamsport Area SD,75.0,68.0,17.35
13060,4226520,Lawrence County,PA,Lawrence County PA,Wilmington Area SD,83.0,80.0,21.2
13061,4226550,Northampton County,PA,Northampton County PA,Wilson Area SD,86.0,79.0,12.95
13062,4226580,Berks County,PA,Berks County PA,Wilson  SD,89.0,85.0,19.0
13063,4226610,Somerset County,PA,Somerset County PA,Windber Area SD,88.0,84.0,18.200000000000003
13064,4226700,Bradford County,PA,Bradford County PA,Wyalusing Area SD,70.0,66.0,18.65
13065,4226730,Luzerne County,PA,Luzerne County PA,Wyoming Area SD,79.0,75.0,23.55
13066,4226760,Berks County,PA,Berks County PA,Wyomissing Area SD,83.0,82.0,19.0
13067,4226820,York County,PA,York County PA,York City SD,51.0,41.0,13.65
13068,4226850,York County,PA,York County PA,York Suburban SD,90.0,88.0,13.65
13082,4400030,Bristol County,RI,Bristol County RI,Barrington,85.0,92.0,7.55
13090,4400090,Providence County,RI,Providence County RI,Burrillville,59.0,76.0,24.6
13091,4400120,Providence County,RI,Providence County RI,Central Falls,30.0,47.0,24.6
13093,4400210,Kent County,RI,Kent County RI,Coventry,65.0,83.0,11.0
13094,4400240,Providence County,RI,Providence County RI,Cranston,58.0,78.0,24.6
13095,4400270,Providence County,RI,Providence County RI,Cumberland,66.0,83.0,24.6
13096,4400300,Kent County,RI,Kent County RI,East Greenwich,83.0,91.0,11.0
13097,4400330,Providence County,RI,Providence County RI,East Providence,55.0,70.0,24.6
13099,4400390,Providence County,RI,Providence County RI,Foster,82.0,87.0,24.6
13101,4400450,Providence County,RI,Providence County RI,Glocester,65.0,75.0,24.6
13102,4400510,Newport County,RI,Newport County RI,Jamestown,84.0,85.0,12.15
13103,4400540,Providence County,RI,Providence County RI,Johnston,52.0,73.0,24.6
13104,4400570,Providence County,RI,Providence County RI,Lincoln,71.0,84.0,24.6
13105,4400600,Newport County,RI,Newport County RI,Little Compton,81.0,91.0,12.15
13106,4400630,Newport County,RI,Newport County RI,Middletown,68.0,77.0,12.15
13107,4400660,Washington County,RI,Washington County RI,Narragansett,75.0,89.0,9.75
13108,4400690,Washington County,RI,Washington County RI,New Shoreham,82.0,87.0,9.75
13109,4400720,Newport County,RI,Newport County RI,Newport,47.0,68.0,12.15
13110,4400750,Washington County,RI,Washington County RI,North Kingstown,72.0,86.0,9.75
13111,4400780,Providence County,RI,Providence County RI,North Providence,52.0,75.0,24.6
13112,4400810,Providence County,RI,Providence County RI,North Smithfield,69.0,88.0,24.6
13113,4400840,Providence County,RI,Providence County RI,Pawtucket,42.0,61.0,24.6
13114,4400870,Newport County,RI,Newport County RI,Portsmouth,76.0,86.0,12.15
13115,4400900,Providence County,RI,Providence County RI,Providence,33.0,49.0,24.6
13116,4400960,Providence County,RI,Providence County RI,Scituate,73.0,88.0,24.6
13117,4400990,Providence County,RI,Providence County RI,Smithfield,73.0,89.0,24.6
13118,4401020,Washington County,RI,Washington County RI,South Kingstown,78.0,86.0,9.75
13119,4401050,Newport County,RI,Newport County RI,Tiverton,69.0,84.0,12.15
13120,4401110,Kent County,RI,Kent County RI,Warwick,58.0,79.0,11.0
13121,4401140,Kent County,RI,Kent County RI,West Warwick,53.0,72.0,11.0
13122,4401170,Washington County,RI,Washington County RI,Westerly,68.0,83.0,9.75
13123,4401200,Providence County,RI,Providence County RI,Woonsocket,44.0,60.0,24.6
13124,4500002,Dorchester County,SC,Dorchester County SC,Dorchester 04,66.0,67.0,17.0
13127,4500012,Marion County,SC,Marion County SC,Marion 07,55.0,62.0,40.05
13128,4500690,Abbeville County,SC,Abbeville County SC,Abbeville 60,82.0,80.0,26.35
13129,4500720,Aiken County,SC,Aiken County SC,Aiken 01,68.0,72.0,26.85
13130,4500750,Allendale County,SC,Allendale County SC,Allendale 01,35.0,37.0,45.0
13131,4500780,Anderson County,SC,Anderson County SC,Anderson 01,83.0,83.0,22.25
13132,4500810,Anderson County,SC,Anderson County SC,Anderson 02,80.0,79.0,22.25
13133,4500840,Anderson County,SC,Anderson County SC,Anderson 03,65.0,69.0,22.25
13134,4500870,Anderson County,SC,Anderson County SC,Anderson 04,75.0,80.0,22.25
13135,4500900,Anderson County,SC,Anderson County SC,Anderson 05,74.0,74.0,22.25
13136,4500930,Bamberg County,SC,Bamberg County SC,Bamberg 01,71.0,71.0,35.95
13137,4500960,Bamberg County,SC,Bamberg County SC,Bamberg 02,39.0,48.0,35.95
13138,4501020,Barnwell County,SC,Barnwell County SC,Barnwell 19,41.0,49.0,34.7
13139,4501050,Barnwell County,SC,Barnwell County SC,Barnwell 29,75.0,63.0,34.7
13140,4501080,Barnwell County,SC,Barnwell County SC,Barnwell 45,53.0,57.0,34.7
13141,4501110,Beaufort County,SC,Beaufort County SC,Beaufort 01,71.0,73.0,22.299999999999997
13142,4501170,Berkeley County,SC,Berkeley County SC,Berkeley 01,72.0,75.0,21.6
13143,4501250,Calhoun County,SC,Calhoun County SC,Calhoun 01,71.0,70.0,27.95
13144,4501440,Charleston County,SC,Charleston County SC,Charleston 01,73.0,74.0,25.2
13145,4501500,Cherokee County,SC,Cherokee County SC,Cherokee 01,64.0,62.0,31.049999999999997
13146,4501530,Chester County,SC,Chester County SC,Chester 01,63.0,60.0,35.0
13147,4501560,Chesterfield County,SC,Chesterfield County SC,Chesterfield 01,68.0,68.0,31.75
13148,4501740,Clarendon County,SC,Clarendon County SC,Clarendon 01,60.0,65.0,38.349999999999994
13149,4501770,Clarendon County,SC,Clarendon County SC,Clarendon 02,69.0,68.0,38.349999999999994
13150,4501800,Clarendon County,SC,Clarendon County SC,Clarendon 03,72.0,75.0,38.349999999999994
13151,4501830,Colleton County,SC,Colleton County SC,Colleton 01,60.0,64.0,35.85
13152,4501860,Darlington County,SC,Darlington County SC,Darlington 01,70.0,69.0,32.1
13153,4501920,Dillon County,SC,Dillon County SC,Dillon 04,62.0,59.0,39.849999999999994
13154,4501950,Dillon County,SC,Dillon County SC,Dillon 03,70.0,67.0,39.849999999999994
13155,4502010,Dorchester County,SC,Dorchester County SC,Dorchester 02,82.0,81.0,17.0
13156,4502070,Edgefield County,SC,Edgefield County SC,Edgefield 01,69.0,69.0,24.299999999999997
13157,4502100,Fairfield County,SC,Fairfield County SC,Fairfield 01,57.0,60.0,29.9
13158,4502130,Florence County,SC,Florence County SC,Florence 01,69.0,73.0,26.8
13159,4502160,Florence County,SC,Florence County SC,Florence 02,63.0,66.0,26.8
13160,4502190,Florence County,SC,Florence County SC,Florence 03,59.0,58.0,26.8
13161,4502220,Florence County,SC,Florence County SC,Florence 04,39.0,37.0,26.8
13162,4502250,Florence County,SC,Florence County SC,Florence 05,72.0,67.0,26.8
13163,4502280,Georgetown County,SC,Georgetown County SC,Georgetown 01,69.0,69.0,32.650000000000006
13164,4502310,Greenville County,SC,Greenville County SC,Greenville 01,74.0,76.0,22.1
13165,4502340,Greenwood County,SC,Greenwood County SC,Greenwood 50,70.0,69.0,27.25
13166,4502370,Greenwood County,SC,Greenwood County SC,Greenwood 51,78.0,76.0,27.25
13167,4502400,Greenwood County,SC,Greenwood County SC,Greenwood 52,78.0,77.0,27.25
13168,4502430,Hampton County,SC,Hampton County SC,Hampton 01,65.0,65.0,36.05
13169,4502460,Hampton County,SC,Hampton County SC,Hampton 02,30.0,37.0,36.05
13170,4502490,Horry County,SC,Horry County SC,Horry 01,76.0,76.0,29.6
13171,4502520,Jasper County,SC,Jasper County SC,Jasper 01,38.0,44.0,38.6
13172,4502550,Kershaw County,SC,Kershaw County SC,Kershaw 01,71.0,75.0,24.75
13173,4502580,Lancaster County,SC,Lancaster County SC,Lancaster 01,72.0,70.0,26.35
13174,4502610,Laurens County,SC,Laurens County SC,Laurens 55,68.0,70.0,33.7
13175,4502640,Laurens County,SC,Laurens County SC,Laurens 56,67.0,67.0,33.7
13176,4502670,Lee County,SC,Lee County SC,Lee 01,37.0,44.0,37.25
13177,4502700,Lexington County,SC,Lexington County SC,Lexington 01,80.0,79.0,19.950000000000003
13178,4502730,Lexington County,SC,Lexington County SC,Lexington 02,65.0,67.0,19.950000000000003
13179,4502760,Lexington County,SC,Lexington County SC,Lexington 03,69.0,69.0,19.950000000000003
13180,4502790,Lexington County,SC,Lexington County SC,Lexington 04,60.0,59.0,19.950000000000003
13181,4502820,Richland County,SC,Richland County SC,Lexington 05,84.0,82.0,21.35
13182,4502850,Marion County,SC,Marion County SC,Marion 01,51.0,54.0,40.05
13183,4502880,Marion County,SC,Marion County SC,Marion 02,49.0,56.0,40.05
13184,4502970,Marlboro County,SC,Marlboro County SC,Marlboro 01,54.0,53.0,36.650000000000006
13186,4503030,Newberry County,SC,Newberry County SC,Newberry 01,69.0,66.0,28.1
13187,4503060,Oconee County,SC,Oconee County SC,Oconee 01,71.0,72.0,24.85
13188,4503150,Orangeburg County,SC,Orangeburg County SC,Orangeburg 03,50.0,52.0,34.849999999999994
13189,4503180,Orangeburg County,SC,Orangeburg County SC,Orangeburg 04,55.0,55.0,34.849999999999994
13190,4503210,Orangeburg County,SC,Orangeburg County SC,Orangeburg 05,59.0,60.0,34.849999999999994
13191,4503330,Pickens County,SC,Pickens County SC,Pickens 01,74.0,78.0,19.4
13192,4503360,Richland County,SC,Richland County SC,Richland 01,62.0,65.0,21.35
13193,4503390,Richland County,SC,Richland County SC,Richland 02,69.0,73.0,21.35
13195,4503460,Saluda County,SC,Saluda County SC,Saluda 01,76.0,71.0,27.6
13196,4503480,Spartanburg County,SC,Spartanburg County SC,Spartanburg 01,83.0,82.0,24.6
13197,4503510,Spartanburg County,SC,Spartanburg County SC,Spartanburg 02,79.0,78.0,24.6
13198,4503540,Spartanburg County,SC,Spartanburg County SC,Spartanburg 03,72.0,71.0,24.6
13199,4503570,Spartanburg County,SC,Spartanburg County SC,Spartanburg 04,81.0,76.0,24.6
13200,4503600,Spartanburg County,SC,Spartanburg County SC,Spartanburg 05,77.0,76.0,24.6
13201,4503630,Spartanburg County,SC,Spartanburg County SC,Spartanburg 06,72.0,72.0,24.6
13202,4503660,Spartanburg County,SC,Spartanburg County SC,Spartanburg 07,63.0,65.0,24.6
13203,4503750,Union County,SC,Union County SC,Union 01,68.0,67.0,31.200000000000003
13204,4503780,Williamsburg County,SC,Williamsburg County SC,Williamsburg 01,50.0,55.0,39.650000000000006
13205,4503810,York County,SC,York County SC,York 01,74.0,71.0,17.8
13206,4503840,York County,SC,York County SC,York 02,84.0,83.0,17.8
13207,4503870,York County,SC,York County SC,York 03,74.0,74.0,17.8
13208,4503900,York County,SC,York County SC,York 04,88.0,88.0,17.8
13210,4503902,Sumter County,SC,Sumter County SC,Sumter 01,65.0,67.0,28.85
13212,4503904,Greenville County,SC,Greenville County SC,Governor's School for the Arts and Humanities,50.0,50.0,22.1
13213,4600002,Grant County,SD,Grant County SD,Milbank School District 25-4,83.0,81.0,11.600000000000001
13214,4600003,Roberts County,SD,Roberts County SD,Wilmot School District 54-7,72.0,67.0,25.05
13215,4600025,Miner County,SD,Miner County SD,Howard School District 48-3,82.0,77.0,14.85
13216,4600028,Union County,SD,Union County SD,Alcester-Hudson School District 61-1,77.0,82.0,7.2
13217,4600036,Deuel County,SD,Deuel County SD,Deuel School District 19-4,86.0,78.0,12.3
13218,4600041,Marshall County,SD,Marshall County SD,Britton-Hecla School District 45-4,86.0,80.0,18.55
13219,4600042,Sully County,SD,Sully County SD,Agar-Blunt-Onida School District 58-3,82.0,82.0,7.7
13220,4600045,Brown County,SD,Brown County SD,Groton Area School District 06-6,87.0,84.0,10.6
13221,4600046,Spink County,SD,Spink County SD,Hitchcock Tulare School District 56-6,77.0,67.0,12.7
13222,4600052,Lincoln County,SD,Lincoln County SD,Tea Area School District 41-5,75.0,77.0,4.949999999999999
13223,4600053,Roberts County,SD,Roberts County SD,Sisseton School District 54-2,60.0,59.0,25.05
13225,4601027,Lake County,SD,Lake County SD,Oldham - Ramona School District 39-5,74.5,74.5,11.35
13226,4601028,Walworth County,SD,Walworth County SD,Selby Area School District 62-5,87.0,77.0,19.55
13227,4602070,Brown County,SD,Brown County SD,Aberdeen School District 06-1,83.0,81.0,10.6
13228,4602640,Hanson County,SD,Hanson County SD,Hanson School District 30-1,77.0,70.0,11.4
13229,4603720,Kingsbury County,SD,Kingsbury County SD,Arlington School District 38-1,92.0,82.0,14.25
13230,4603780,Douglas County,SD,Douglas County SD,Armour School District 21-1,87.0,77.0,11.8
13231,4603932,Sanborn County,SD,Sanborn County SD,Sanborn Central School District 55-5,82.0,82.0,17.450000000000003
13232,4604270,Bon Homme County,SD,Bon Homme County SD,Avon School District 04-1,92.0,82.0,16.05
13233,4604680,Minnehaha County,SD,Minnehaha County SD,Baltic School District 49-1,84.0,82.0,12.0
13234,4605610,Butte County,SD,Butte County SD,Belle Fourche School District 09-1,75.0,77.0,19.75
13235,4606240,Bennett County,SD,Bennett County SD,Bennett County School District 03-1,59.0,55.0,41.45
13236,4606360,Union County,SD,Union County SD,Beresford School District 61-2,86.0,81.0,7.2
13237,4606960,Grant County,SD,Grant County SD,Big Stone City School District 25-1,72.0,77.0,11.600000000000001
13238,4607050,Perkins County,SD,Perkins County SD,Bison School District 52-1,87.0,87.0,17.25
13239,4607400,Bon Homme County,SD,Bon Homme County SD,Bon Homme School District 04-2,82.0,83.0,16.05
13240,4607670,Gregory County,SD,Gregory County SD,South Central 26-5,67.0,67.0,24.95
13241,4607800,Edmunds County,SD,Edmunds County SD,Bowdle School District 22-1,72.0,67.0,13.3
13242,4607950,Minnehaha County,SD,Minnehaha County SD,Brandon Valley School District 49-2,87.0,85.0,12.0
13243,4608520,Brookings County,SD,Brookings County SD,Brookings School District 05-1,86.0,83.0,10.45
13244,4609300,Harding County,SD,Harding County SD,Harding County School District 31-1,82.0,77.0,19.1
13245,4609512,Gregory County,SD,Gregory County SD,Burke School District 26-2,77.0,77.0,24.95
13247,4610560,Lincoln County,SD,Lincoln County SD,Canton School District 41-1,79.0,79.0,4.949999999999999
13248,4611280,Hamlin County,SD,Hamlin County SD,Castlewood School District 28-1,82.0,82.0,14.3
13249,4611760,Turner County,SD,Turner County SD,Centerville School District 60-1,87.0,82.0,10.25
13250,4612000,Brule County,SD,Brule County SD,Chamberlain School District 07-1,76.0,73.0,14.850000000000001
13251,4612300,Lake County,SD,Lake County SD,Chester Area School District 39-1,78.0,71.0,11.35
13252,4612940,Clark County,SD,Clark County SD,Clark School District 12-2,72.0,72.0,22.1
13253,4614100,Moody County,SD,Moody County SD,Colman-Egan School District 50-5,77.0,72.0,13.05
13254,4614130,Tripp County,SD,Tripp County SD,Colome Consolidated 59-3,77.0,77.0,22.0
13255,4616230,Douglas County,SD,Douglas County SD,Corsica School District 21-2,95.0,87.0,11.8
13256,4616950,Custer County,SD,Custer County SD,Custer School District 16-1,75.0,80.0,16.85
13257,4617850,Kingsbury County,SD,Kingsbury County SD,De Smet School District 38-2,82.0,77.0,14.25
13258,4618120,Minnehaha County,SD,Minnehaha County SD,Dell Rapids School District 49-3,83.0,77.0,12.0
13259,4619170,Spink County,SD,Spink County SD,Doland School District 56-2,87.0,87.0,12.7
13260,4619410,Pennington County,SD,Pennington County SD,Douglas School District 51-1,74.0,72.0,17.55
13261,4619450,Ziebach County,SD,Ziebach County SD,Dupree School District 64-2,72.0,67.0,42.05
13262,4619580,Jones County,SD,Jones County SD,Jones County School District 37-3,82.0,87.0,19.65
13263,4620100,Ziebach County,SD,Ziebach County SD,Eagle Butte School District 20-1,37.0,37.0,42.05
13264,4620850,Fall River County,SD,Fall River County SD,Edgemont School District 23-1,72.0,77.0,18.9
13265,4621300,Custer County,SD,Custer County SD,Elk Mountain School District 16-2,50.0,50.0,16.85
13266,4621340,Union County,SD,Union County SD,Elk Point-Jefferson School District 61-7,85.0,81.0,7.2
13267,4621390,Brookings County,SD,Brookings County SD,Elkton School District 05-3,72.0,67.0,10.45
13268,4621400,Brown County,SD,Brown County SD,Frederick Area School District 06-2,92.0,82.0,10.6
13270,4622410,Hamlin County,SD,Hamlin County SD,Estelline School District 28-2,77.0,82.0,14.3
13271,4622500,Davison County,SD,Davison County SD,Ethan School District 17-1,92.0,77.0,13.55
13273,4622940,Meade County,SD,Meade County SD,Faith School District 46-2,82.0,72.0,13.8
13274,4624030,Faulk County,SD,Faulk County SD,Faulkton Area Schools 24-4,82.0,82.0,16.15
13275,4624390,Moody County,SD,Moody County SD,Flandreau School District 50-3,71.0,76.0,13.05
13276,4624540,Codington County,SD,Codington County SD,Florence School District 14-1,82.0,72.0,11.35
13277,4624850,Stanley County,SD,Stanley County SD,Stanley County School District 57-1,69.0,69.0,13.55
13278,4625500,Hutchinson County,SD,Hutchinson County SD,Freeman School District 33-1,74.0,77.0,14.65
13279,4626370,Minnehaha County,SD,Minnehaha County SD,Garretson School District 49-4,83.0,81.0,12.0
13280,4626490,Yankton County,SD,Yankton County SD,Gayville-Volin School District 63-1,67.0,67.0,13.2
13281,4626970,Potter County,SD,Potter County SD,Gettysburg School District 53-1,87.0,87.0,13.1
13282,4629340,Grant County,SD,Grant County SD,Grant-Deuel School District 25-3,72.0,67.0,11.600000000000001
13283,4629880,Gregory County,SD,Gregory County SD,Gregory School District 26-4,77.0,77.0,24.95
13284,4630490,Haakon County,SD,Haakon County SD,Haakon School District 27-1,82.0,77.0,14.05
13285,4630800,Hamlin County,SD,Hamlin County SD,Hamlin School District 28-3,87.0,84.0,14.3
13286,4631350,Lincoln County,SD,Lincoln County SD,Harrisburg School District 41-2,84.0,82.0,4.949999999999999
13287,4631710,Minnehaha County,SD,Minnehaha County SD,West Central School District 49-7,78.0,79.0,12.0
13288,4632340,Codington County,SD,Codington County SD,Henry School District 14-2,62.0,67.0,11.35
13289,4632430,Campbell County,SD,Campbell County SD,Herreid School District 10-1,82.0,92.0,9.4
13290,4633360,Pennington County,SD,Pennington County SD,Hill City School District 51-2,71.0,75.0,17.55
13291,4634440,Edmunds County,SD,Edmunds County SD,Edmunds Central School District 22-5,72.0,67.0,13.3
13292,4634480,Fall River County,SD,Fall River County SD,Hot Springs School District 23-2,79.0,73.0,18.9
13293,4634600,Potter County,SD,Potter County SD,Hoven School District 53-2,74.5,74.5,13.1
13294,4635400,Turner County,SD,Turner County SD,Hurley School District 60-2,90.0,84.5,10.25
13295,4635480,Beadle County,SD,Beadle County SD,Huron School District 02-2,61.0,63.0,18.55
13296,4636060,Edmunds County,SD,Edmunds County SD,Ipswich Public School District 22-6,83.0,77.0,13.3
13297,4636150,Kingsbury County,SD,Kingsbury County SD,Iroquois School District 02-3,42.0,57.0,14.25
13298,4636990,Union County,SD,Union County SD,Dakota Valley School District 61-8,83.0,83.0,7.2
13299,4638220,Brule County,SD,Brule County SD,Kimball School District 07-2,82.0,72.0,14.850000000000001
13300,4639540,Charles Mix County,SD,Charles Mix County SD,Andes Central School District 11-1,67.0,57.0,30.4
13301,4639600,Lake County,SD,Lake County SD,Madison Central School District 39-2,80.0,81.0,11.35
13302,4639990,Kingsbury County,SD,Kingsbury County SD,Lake Preston School District 38-3,87.0,82.0,14.25
13303,4640860,Marshall County,SD,Marshall County SD,Langford Area 45-5,82.0,77.0,18.55
13304,4641300,Lawrence County,SD,Lawrence County SD,Lead-Deadwood School District 40-1,69.0,75.0,15.05
13305,4641520,Perkins County,SD,Perkins County SD,Lemmon School District 52-4,77.0,72.0,17.25
13306,4641550,Lincoln County,SD,Lincoln County SD,Lennox School District 41-4,74.0,79.0,4.949999999999999
13308,4644770,Lyman County,SD,Lyman County SD,Lyman School District 42-1,82.0,77.0,27.4
13309,4644940,Minnehaha County,SD,Minnehaha County SD,Tri-Valley School District 49-6,76.0,79.0,12.0
13310,4645450,Turner County,SD,Turner County SD,Marion School District 60-3,77.0,72.0,10.25
13311,4646260,Corson County,SD,Corson County SD,McIntosh School District 15-1,77.0,77.0,42.95
13312,4646380,Corson County,SD,Corson County SD,McLaughlin School District 15-2,47.0,47.0,42.95
13313,4647100,Hutchinson County,SD,Hutchinson County SD,Menno School District 33-2,77.0,77.0,14.65
13314,4647942,Hand County,SD,Hand County SD,Miller 29-4,80.0,82.0,11.5
13315,4648390,Davison County,SD,Davison County SD,Mitchell School District 17-2,85.0,82.0,13.55
13317,4649650,Davison County,SD,Davison County SD,Mount Vernon School District 17-3,77.0,67.0,13.55
13318,4650670,Pennington County,SD,Pennington County SD,New Underwood School District 51-3,72.0,87.0,17.55
13319,4650850,Butte County,SD,Butte County SD,Newell School District 09-2,77.0,72.0,19.75
13320,4651750,Spink County,SD,Spink County SD,Northwestern Area School District 56-7,77.0,72.0,12.7
13321,4652770,Fall River County,SD,Fall River County SD,Oelrichs School District 23-3,27.0,37.0,18.9
13322,4654270,Turner County,SD,Turner County SD,Parker School District 60-4,92.0,87.0,10.25
13323,4654300,Hutchinson County,SD,Hutchinson County SD,Parkston School District 33-3,83.0,79.0,14.65
13324,4655260,Hughes County,SD,Hughes County SD,Pierre School District 32-2,81.0,78.0,11.8
13325,4655710,Aurora County,SD,Aurora County SD,Plankinton School District 01-1,82.0,77.0,14.75
13326,4659820,Pennington County,SD,Pennington County SD,Rapid City Area School District 51-4,69.0,70.0,17.55
13327,4660450,Spink County,SD,Spink County SD,Redfield School District 56-4,71.0,75.0,12.7
